subscriber_key,decided_at,churned_within_90d,eval_split,tenure_months,monthly_spend_usd,support_tickets_90d
SUB-00818,2026-03-14T09:00:00Z,1,train,53,79.53,5
SUB-00819,2026-03-15T01:00:00Z,1,train,41,85.04,6
SUB-00820,2026-03-06T17:00:00Z,1,train,14,33.20,4
SUB-00821,2026-03-10T19:00:00Z,1,train,15,39.58,2
SUB-00822,2026-03-10T00:00:00Z,1,train,38,53.80,4
SUB-00823,2026-03-05T14:00:00Z,1,train,17,70.80,5
SUB-00824,2026-03-06T05:00:00Z,1,train,12,62.37,3
SUB-00825,2026-03-12T02:00:00Z,0,train,33,76.52,2
SUB-00826,2026-03-11T16:00:00Z,1,train,26,71.76,4
SUB-00827,2026-03-14T08:00:00Z,1,train,53,92.76,3
SUB-00828,2026-03-06T00:00:00Z,1,train,26,43.03,6
SUB-00829,2026-03-06T06:00:00Z,0,train,24,71.04,0
SUB-00830,2026-03-11T06:00:00Z,0,train,66,60.37,2
SUB-00831,2026-03-05T00:00:00Z,0,train,51,47.14,1
SUB-00832,2026-03-05T02:00:00Z,0,train,41,25.82,1
SUB-00833,2026-03-11T20:00:00Z,0,train,37,73.00,2
SUB-00834,2026-03-07T02:00:00Z,0,train,34,79.84,2
SUB-00835,2026-03-06T08:00:00Z,0,train,68,28.43,2
SUB-00836,2026-03-07T01:00:00Z,0,train,71,59.69,0
SUB-00837,2026-03-13T18:00:00Z,0,train,58,37.76,1
SUB-00838,2026-03-07T01:00:00Z,0,train,49,63.70,0
SUB-00839,2026-03-14T10:00:00Z,0,train,37,72.51,0
SUB-00840,2026-03-06T14:00:00Z,1,train,13,64.54,0
SUB-00841,2026-03-06T05:00:00Z,1,train,16,100.67,3
SUB-00842,2026-03-03T17:00:00Z,0,train,63,53.73,0
SUB-00843,2026-03-14T10:00:00Z,1,train,15,59.27,3
SUB-00844,2026-03-14T01:00:00Z,0,train,51,52.34,4
SUB-00845,2026-03-08T11:00:00Z,1,train,9,30.60,4
SUB-00846,2026-03-05T06:00:00Z,0,train,15,83.00,1
SUB-00847,2026-03-11T20:00:00Z,1,train,2,21.09,3
SUB-00848,2026-03-05T02:00:00Z,1,train,20,66.35,4
SUB-00849,2026-03-03T03:00:00Z,0,train,61,22.16,3
SUB-00850,2026-03-10T23:00:00Z,0,train,54,80.77,2
SUB-00851,2026-03-03T11:00:00Z,1,train,23,72.45,4
SUB-00852,2026-03-10T01:00:00Z,0,train,57,39.21,2
SUB-00853,2026-03-06T02:00:00Z,1,train,34,81.71,3
SUB-00854,2026-03-11T21:00:00Z,1,train,15,67.07,3
SUB-00855,2026-03-11T09:00:00Z,0,train,61,55.49,1
SUB-00856,2026-03-14T23:00:00Z,0,train,62,83.54,4
SUB-00857,2026-03-09T20:00:00Z,1,train,54,54.07,7
SUB-00858,2026-03-15T04:00:00Z,0,train,57,74.64,0
SUB-00859,2026-03-12T11:00:00Z,1,train,13,93.67,2
SUB-00860,2026-03-15T01:00:00Z,0,train,16,59.62,1
SUB-00861,2026-03-09T18:00:00Z,1,train,42,22.20,4
SUB-00862,2026-03-06T05:00:00Z,1,train,21,50.31,2
SUB-00863,2026-03-09T08:00:00Z,1,train,23,54.79,2
SUB-00864,2026-03-04T04:00:00Z,0,train,63,33.74,3
SUB-00865,2026-03-05T04:00:00Z,1,train,3,97.08,2
SUB-00866,2026-03-04T11:00:00Z,0,train,66,62.17,3
SUB-00867,2026-03-04T09:00:00Z,0,train,59,34.85,3
SUB-00868,2026-03-02T12:00:00Z,1,train,35,39.23,4
SUB-00869,2026-03-04T17:00:00Z,0,train,53,58.05,2
SUB-00870,2026-03-06T13:00:00Z,1,train,2,92.68,3
SUB-00871,2026-03-07T09:00:00Z,1,train,25,41.20,3
SUB-00872,2026-03-04T07:00:00Z,1,train,47,19.67,2
SUB-00873,2026-03-05T03:00:00Z,0,train,66,80.34,2
SUB-00874,2026-03-11T02:00:00Z,1,train,41,27.96,4
SUB-00875,2026-03-04T17:00:00Z,0,train,26,94.44,1
SUB-00876,2026-03-09T12:00:00Z,1,train,20,47.82,3
SUB-00877,2026-03-03T11:00:00Z,0,train,57,69.41,1
SUB-00878,2026-03-05T21:00:00Z,1,train,18,51.70,2
SUB-00879,2026-03-16T00:00:00Z,1,train,31,45.87,2
SUB-00880,2026-03-11T07:00:00Z,0,train,52,26.00,1
SUB-00881,2026-03-04T15:00:00Z,1,train,50,63.84,5
SUB-00882,2026-03-04T10:00:00Z,0,train,49,68.52,2
SUB-00883,2026-03-06T21:00:00Z,0,train,59,39.96,0
SUB-00884,2026-03-05T01:00:00Z,0,train,43,70.92,1
SUB-00885,2026-03-06T19:00:00Z,0,train,62,77.55,1
SUB-00886,2026-03-14T17:00:00Z,0,train,66,50.82,1
SUB-00887,2026-03-14T20:00:00Z,0,train,20,60.87,1
SUB-00888,2026-03-04T18:00:00Z,0,train,41,62.33,0
SUB-00889,2026-03-02T11:00:00Z,0,train,50,41.56,2
SUB-00890,2026-03-04T13:00:00Z,1,train,11,84.88,3
SUB-00891,2026-03-11T13:00:00Z,0,train,36,86.68,2
SUB-00892,2026-03-06T01:00:00Z,0,train,64,64.19,2
SUB-00893,2026-03-02T12:00:00Z,0,train,69,53.75,3
SUB-00894,2026-03-14T08:00:00Z,1,train,6,16.50,6
SUB-00895,2026-03-15T04:00:00Z,0,train,52,61.89,1
SUB-00896,2026-03-10T06:00:00Z,1,train,36,75.64,6
SUB-00897,2026-03-04T09:00:00Z,0,train,35,38.23,0
SUB-00898,2026-03-13T20:00:00Z,1,train,40,71.12,5
SUB-00899,2026-03-15T21:00:00Z,1,train,50,90.59,5
SUB-00900,2026-03-16T02:00:00Z,1,test,2,42.90,4
SUB-00901,2026-03-07T19:00:00Z,1,test,50,56.72,3
SUB-00902,2026-03-08T15:00:00Z,1,test,2,46.51,3
SUB-00903,2026-03-15T22:00:00Z,0,test,41,52.89,2
SUB-00904,2026-03-13T11:00:00Z,0,test,55,69.48,2
SUB-00905,2026-03-02T10:00:00Z,0,test,50,52.27,2
SUB-00906,2026-03-02T19:00:00Z,0,test,13,87.60,0
SUB-00907,2026-03-11T19:00:00Z,0,test,60,60.38,1
SUB-00908,2026-03-15T20:00:00Z,0,test,27,67.14,2
SUB-00909,2026-03-07T04:00:00Z,1,test,42,5.00,6
SUB-00910,2026-03-16T03:00:00Z,1,test,49,48.19,3
SUB-00911,2026-03-04T14:00:00Z,0,test,15,100.37,1
SUB-00912,2026-03-04T17:00:00Z,1,test,20,71.91,3
SUB-00913,2026-03-15T01:00:00Z,0,test,31,63.22,1
SUB-00914,2026-03-04T07:00:00Z,1,test,34,47.45,3
SUB-00915,2026-03-16T03:00:00Z,0,test,42,49.54,1
SUB-00916,2026-03-02T14:00:00Z,0,test,10,52.62,1
SUB-00917,2026-03-07T01:00:00Z,0,test,24,38.41,1
SUB-00918,2026-03-05T23:00:00Z,1,test,33,79.85,7
SUB-00919,2026-03-13T10:00:00Z,1,test,68,31.99,4
SUB-00920,2026-03-04T03:00:00Z,1,test,18,70.40,4
SUB-00921,2026-03-15T03:00:00Z,0,test,59,22.07,1
SUB-00922,2026-03-11T05:00:00Z,1,test,6,71.43,3
SUB-00923,2026-03-05T04:00:00Z,0,test,50,46.13,2
SUB-00924,2026-03-10T03:00:00Z,1,test,15,54.09,3
SUB-00925,2026-03-10T22:00:00Z,0,test,53,9.20,2
SUB-00926,2026-03-15T08:00:00Z,0,test,36,52.93,1
SUB-00927,2026-03-07T16:00:00Z,1,test,32,90.04,7
SUB-00928,2026-03-11T05:00:00Z,1,test,22,59.28,3
SUB-00929,2026-03-02T15:00:00Z,0,test,56,22.10,3
SUB-00930,2026-03-08T05:00:00Z,1,test,4,42.83,2
SUB-00931,2026-03-03T09:00:00Z,0,test,66,99.38,1
SUB-00932,2026-03-11T19:00:00Z,1,test,17,36.19,5
SUB-00933,2026-03-13T11:00:00Z,1,test,66,60.06,4
SUB-00934,2026-03-04T16:00:00Z,1,test,44,68.11,2
SUB-00935,2026-03-11T17:00:00Z,1,test,14,75.79,2
SUB-00936,2026-03-15T17:00:00Z,0,test,60,49.31,1
SUB-00937,2026-03-12T08:00:00Z,0,test,9,58.89,1
SUB-00938,2026-03-15T18:00:00Z,1,test,9,83.74,1
SUB-00939,2026-03-05T09:00:00Z,1,test,2,36.86,3
SUB-00940,2026-03-10T11:00:00Z,0,test,60,38.84,2
SUB-00941,2026-03-12T08:00:00Z,1,test,30,57.42,6
SUB-00942,2026-03-05T01:00:00Z,0,test,67,63.61,2
SUB-00943,2026-03-14T07:00:00Z,1,test,17,54.09,3
SUB-00944,2026-03-14T14:00:00Z,1,test,28,32.83,3
SUB-00945,2026-03-04T13:00:00Z,0,test,12,83.23,3
SUB-00946,2026-03-08T21:00:00Z,0,test,27,66.79,2
SUB-00947,2026-03-14T19:00:00Z,1,test,20,36.55,2
SUB-00948,2026-03-11T07:00:00Z,0,test,63,78.77,1
SUB-00949,2026-03-05T23:00:00Z,1,test,52,79.00,4
SUB-00950,2026-03-07T02:00:00Z,1,test,14,68.80,1
SUB-00951,2026-03-02T15:00:00Z,1,test,3,56.88,4
SUB-00952,2026-03-04T11:00:00Z,0,test,29,80.64,2
SUB-00953,2026-03-03T12:00:00Z,0,test,71,52.99,0
SUB-00954,2026-03-15T00:00:00Z,1,test,32,68.09,8
SUB-00955,2026-03-12T15:00:00Z,1,test,18,53.94,5
SUB-00956,2026-03-12T08:00:00Z,1,test,35,41.04,4
SUB-00957,2026-03-03T02:00:00Z,0,test,37,53.43,0
SUB-00958,2026-03-11T00:00:00Z,1,test,37,56.06,3
SUB-00959,2026-03-02T14:00:00Z,1,test,57,72.31,4
SUB-00960,2026-03-10T21:00:00Z,0,test,56,16.35,0
SUB-00961,2026-03-10T08:00:00Z,0,test,31,40.04,0
SUB-00962,2026-03-15T19:00:00Z,1,test,67,69.73,6
SUB-00963,2026-03-04T05:00:00Z,1,test,18,41.36,3
SUB-00964,2026-03-06T11:00:00Z,0,test,68,56.55,2
SUB-00965,2026-03-06T12:00:00Z,0,test,67,82.89,4
SUB-00966,2026-03-08T20:00:00Z,0,test,31,80.19,1
SUB-00967,2026-03-02T16:00:00Z,1,test,10,89.67,2
SUB-00968,2026-03-05T17:00:00Z,1,test,27,65.80,2
SUB-00969,2026-03-07T00:00:00Z,1,test,22,37.38,1
SUB-00970,2026-03-06T16:00:00Z,0,test,28,68.62,2
SUB-00971,2026-03-11T14:00:00Z,1,test,8,62.73,5
SUB-00972,2026-03-14T08:00:00Z,0,test,62,69.58,3
SUB-00973,2026-03-05T15:00:00Z,0,test,43,67.28,1
SUB-00974,2026-03-12T02:00:00Z,0,test,24,46.21,2
SUB-00975,2026-03-05T06:00:00Z,1,test,39,71.53,5
SUB-00976,2026-03-05T13:00:00Z,1,test,1,69.11,2
SUB-00977,2026-03-11T09:00:00Z,1,test,15,76.94,4
SUB-00978,2026-03-08T22:00:00Z,0,test,48,62.40,2
SUB-00979,2026-03-14T09:00:00Z,0,test,57,17.04,1
SUB-00980,2026-03-05T20:00:00Z,0,test,48,48.32,1
SUB-00981,2026-03-14T11:00:00Z,0,test,39,75.20,2
SUB-00982,2026-03-02T18:00:00Z,0,test,37,56.83,0
SUB-00983,2026-03-07T06:00:00Z,1,test,34,68.76,5
SUB-00984,2026-03-07T17:00:00Z,1,test,27,22.55,3
SUB-00985,2026-03-04T23:00:00Z,0,test,36,74.92,1
SUB-00986,2026-03-08T16:00:00Z,0,test,55,65.30,2
SUB-00987,2026-03-08T15:00:00Z,1,test,52,59.62,5
SUB-00988,2026-03-08T10:00:00Z,1,test,8,69.61,2
SUB-00989,2026-03-09T19:00:00Z,1,test,14,84.43,2
SUB-00990,2026-03-07T11:00:00Z,1,test,47,38.81,4
SUB-00991,2026-03-08T14:00:00Z,1,test,22,63.06,2
SUB-00992,2026-03-11T21:00:00Z,1,test,26,48.84,3
SUB-00993,2026-03-06T14:00:00Z,1,test,36,22.12,5
SUB-00994,2026-03-09T03:00:00Z,0,test,68,47.89,3
SUB-00995,2026-03-08T15:00:00Z,1,test,11,48.74,2
SUB-00996,2026-03-16T00:00:00Z,0,test,71,84.20,4
SUB-00997,2026-03-12T06:00:00Z,1,test,2,59.28,1
SUB-00998,2026-03-07T00:00:00Z,0,test,23,48.73,0
SUB-00999,2026-03-05T14:00:00Z,1,test,5,43.70,4
SUB-01000,2026-03-14T01:00:00Z,1,test,44,60.67,3
SUB-01001,2026-03-15T15:00:00Z,1,test,9,17.49,2
SUB-01002,2026-03-02T08:00:00Z,1,test,2,37.08,3
SUB-01003,2026-03-06T01:00:00Z,0,test,63,45.76,4
SUB-01004,2026-03-08T15:00:00Z,1,test,52,48.79,3
SUB-01005,2026-03-14T15:00:00Z,0,test,62,62.72,3
SUB-01006,2026-03-03T17:00:00Z,0,test,37,101.42,4
SUB-01007,2026-03-10T20:00:00Z,0,test,67,56.56,1
SUB-01008,2026-03-05T16:00:00Z,0,test,55,57.63,0
SUB-01009,2026-03-04T05:00:00Z,0,test,66,58.51,2
SUB-01010,2026-03-14T22:00:00Z,1,test,33,35.04,2
SUB-01011,2026-03-15T19:00:00Z,0,test,58,42.57,1
SUB-01012,2026-03-16T04:00:00Z,1,test,65,41.89,5
SUB-01013,2026-03-11T08:00:00Z,1,test,44,51.64,2
SUB-01014,2026-03-13T01:00:00Z,1,test,14,52.09,1
SUB-01015,2026-03-06T18:00:00Z,0,test,35,63.36,1
SUB-01016,2026-03-12T11:00:00Z,0,test,55,70.10,4
SUB-01017,2026-03-15T14:00:00Z,0,test,52,90.24,3
SUB-01018,2026-03-08T07:00:00Z,0,test,19,68.60,1
SUB-01019,2026-03-15T18:00:00Z,0,test,52,75.29,1
SUB-01020,2026-03-02T20:00:00Z,1,test,13,63.05,2
SUB-01021,2026-03-02T12:00:00Z,0,test,44,46.57,2
SUB-01022,2026-03-06T15:00:00Z,1,test,46,63.56,4
SUB-01023,2026-03-03T12:00:00Z,0,test,56,71.97,2
SUB-01024,2026-03-11T17:00:00Z,0,test,67,54.06,1
SUB-01025,2026-03-15T15:00:00Z,1,test,12,66.38,2
SUB-01026,2026-03-16T03:00:00Z,0,test,31,47.53,0
SUB-01027,2026-03-08T21:00:00Z,0,test,52,22.75,1
SUB-01028,2026-03-05T19:00:00Z,0,test,41,88.33,3
SUB-01029,2026-03-05T14:00:00Z,0,test,50,38.24,1
SUB-01030,2026-03-15T07:00:00Z,1,test,21,57.50,2
SUB-01031,2026-03-12T08:00:00Z,1,test,63,7.54,4
SUB-01032,2026-03-05T07:00:00Z,1,test,13,69.45,2
SUB-01033,2026-03-16T06:00:00Z,1,test,6,37.97,1
SUB-01034,2026-03-15T12:00:00Z,0,test,69,37.21,2
SUB-01035,2026-03-07T14:00:00Z,0,test,62,50.74,0
SUB-01036,2026-03-07T03:00:00Z,0,test,41,49.95,1
SUB-01037,2026-03-09T04:00:00Z,0,test,68,25.35,3
SUB-01038,2026-03-05T14:00:00Z,0,test,22,75.20,2
SUB-01039,2026-03-12T17:00:00Z,0,test,31,21.28,1
SUB-01040,2026-03-10T08:00:00Z,1,test,15,73.77,4
SUB-01041,2026-03-15T00:00:00Z,0,test,63,66.50,3
SUB-01042,2026-03-08T02:00:00Z,1,test,40,56.67,2
SUB-01043,2026-03-15T19:00:00Z,0,test,48,53.44,4
SUB-01044,2026-03-11T02:00:00Z,1,test,8,86.87,4
SUB-01045,2026-03-15T00:00:00Z,1,test,18,49.58,3
SUB-01046,2026-03-05T18:00:00Z,0,test,31,49.88,0
SUB-01047,2026-03-11T04:00:00Z,0,test,58,57.93,3
SUB-01048,2026-03-10T20:00:00Z,0,test,33,121.57,2
SUB-01049,2026-03-08T03:00:00Z,1,test,51,45.17,5
SUB-01050,2026-03-15T12:00:00Z,1,test,13,47.62,3
SUB-01051,2026-03-11T03:00:00Z,0,test,46,93.18,2
SUB-01052,2026-03-14T19:00:00Z,1,test,5,55.21,2
SUB-01053,2026-03-15T02:00:00Z,0,test,32,73.25,2
SUB-01054,2026-03-04T21:00:00Z,0,test,51,47.73,0
SUB-01055,2026-03-14T05:00:00Z,1,test,4,22.03,2
SUB-01056,2026-03-14T00:00:00Z,0,test,61,61.90,3
SUB-01057,2026-03-02T13:00:00Z,1,test,20,27.38,2
SUB-01058,2026-03-12T13:00:00Z,0,test,47,53.64,1
SUB-01059,2026-03-11T23:00:00Z,0,test,62,66.62,2
SUB-01060,2026-03-11T22:00:00Z,1,test,14,54.50,1
SUB-01061,2026-03-02T22:00:00Z,0,test,52,86.57,1
SUB-01062,2026-03-05T18:00:00Z,0,test,65,80.19,2
SUB-01063,2026-03-13T10:00:00Z,1,test,34,74.54,5
SUB-01064,2026-03-10T03:00:00Z,1,test,35,45.55,2
SUB-01065,2026-03-02T09:00:00Z,1,test,7,68.14,2
SUB-01066,2026-03-02T16:00:00Z,1,test,20,63.72,2
SUB-01067,2026-03-11T10:00:00Z,0,test,68,69.70,0
SUB-01068,2026-03-10T21:00:00Z,1,test,26,89.52,3
SUB-01069,2026-03-04T21:00:00Z,0,test,53,76.65,1
SUB-01070,2026-03-13T14:00:00Z,1,test,27,62.94,3
SUB-01071,2026-03-07T12:00:00Z,0,test,64,81.10,1
SUB-01072,2026-03-09T04:00:00Z,1,test,9,89.35,2
SUB-01073,2026-03-13T01:00:00Z,0,test,47,87.12,1
SUB-01074,2026-03-07T14:00:00Z,0,test,64,90.68,4
SUB-01075,2026-03-02T16:00:00Z,1,test,12,40.21,2
SUB-01076,2026-03-12T23:00:00Z,0,test,39,83.63,3
SUB-01077,2026-03-08T22:00:00Z,0,test,34,41.77,1
SUB-01078,2026-03-14T17:00:00Z,1,test,28,67.08,3
SUB-01079,2026-03-04T09:00:00Z,1,test,16,58.29,4
SUB-01080,2026-03-12T17:00:00Z,0,test,43,66.92,1
SUB-01081,2026-03-04T23:00:00Z,1,test,49,40.14,3
SUB-01082,2026-03-14T11:00:00Z,0,test,67,46.83,2
SUB-01083,2026-03-12T07:00:00Z,0,test,71,41.68,3
SUB-01084,2026-03-07T19:00:00Z,1,test,5,20.78,3
SUB-01085,2026-03-10T08:00:00Z,0,test,71,63.62,1
SUB-01086,2026-03-05T13:00:00Z,1,test,28,78.69,3
SUB-01087,2026-03-06T06:00:00Z,1,test,23,53.03,0
SUB-01088,2026-03-13T17:00:00Z,1,test,38,43.64,4
SUB-01089,2026-03-05T17:00:00Z,1,test,15,40.55,2
SUB-01090,2026-03-16T06:00:00Z,0,test,45,48.29,0
SUB-01091,2026-03-15T15:00:00Z,0,test,40,35.73,2
SUB-01092,2026-03-16T04:00:00Z,1,test,3,29.89,4
SUB-01093,2026-03-12T17:00:00Z,1,test,3,106.64,2
SUB-01094,2026-03-14T19:00:00Z,1,test,69,55.24,5
SUB-01095,2026-03-13T16:00:00Z,1,test,32,61.42,5
SUB-01096,2026-03-07T22:00:00Z,0,test,71,87.37,6
SUB-01097,2026-03-08T10:00:00Z,0,test,62,51.02,4
SUB-01098,2026-03-10T21:00:00Z,0,test,49,46.29,2
SUB-01099,2026-03-11T08:00:00Z,1,test,20,73.36,6
SUB-01100,2026-03-15T14:00:00Z,0,test,70,22.09,1
SUB-01101,2026-03-10T01:00:00Z,1,test,24,59.13,2
SUB-01102,2026-03-09T00:00:00Z,1,test,35,70.56,5
SUB-01103,2026-03-03T09:00:00Z,0,test,61,49.29,2
SUB-01104,2026-03-13T07:00:00Z,1,test,13,30.29,4
SUB-01105,2026-03-15T19:00:00Z,1,test,48,38.96,4
SUB-01106,2026-03-07T19:00:00Z,0,test,42,60.68,1
SUB-01107,2026-03-13T04:00:00Z,1,test,14,81.12,5
SUB-01108,2026-03-03T04:00:00Z,0,test,21,74.45,1
SUB-01109,2026-03-10T14:00:00Z,0,test,59,38.29,3
SUB-01110,2026-03-02T09:00:00Z,1,test,23,67.63,2
SUB-01111,2026-03-12T16:00:00Z,1,test,5,55.28,3
SUB-01112,2026-03-16T00:00:00Z,0,test,35,91.04,0
SUB-01113,2026-03-12T10:00:00Z,1,test,45,53.82,3
SUB-01114,2026-03-08T01:00:00Z,1,test,15,68.85,3
SUB-01115,2026-03-12T21:00:00Z,0,test,51,45.95,1
SUB-01116,2026-03-02T22:00:00Z,1,test,17,69.42,2
SUB-01117,2026-03-11T15:00:00Z,1,test,16,52.50,3
SUB-01118,2026-03-12T07:00:00Z,1,test,11,32.99,8
SUB-01119,2026-03-06T01:00:00Z,0,test,22,65.15,2
SUB-01120,2026-03-15T01:00:00Z,0,test,66,44.06,2
SUB-01121,2026-03-03T08:00:00Z,1,test,15,11.77,5
SUB-01122,2026-03-11T02:00:00Z,0,test,47,70.00,2
SUB-01123,2026-03-16T01:00:00Z,1,test,26,36.79,3
SUB-01124,2026-03-13T10:00:00Z,1,test,37,62.25,3
SUB-01125,2026-03-04T14:00:00Z,0,test,44,54.80,2
SUB-01126,2026-03-12T17:00:00Z,0,test,18,64.10,1
SUB-01127,2026-03-10T04:00:00Z,0,test,56,86.09,4
SUB-01128,2026-03-16T00:00:00Z,0,test,21,78.04,2
SUB-01129,2026-03-08T01:00:00Z,0,test,44,64.00,1
SUB-01130,2026-03-10T14:00:00Z,1,test,51,52.15,5
SUB-01131,2026-03-09T22:00:00Z,0,test,55,55.69,2
SUB-01132,2026-03-13T09:00:00Z,0,test,67,60.45,2
SUB-01133,2026-03-07T00:00:00Z,1,test,1,71.74,3
SUB-01134,2026-03-13T23:00:00Z,0,test,46,48.11,0
SUB-01135,2026-03-03T03:00:00Z,1,test,27,42.85,1
SUB-01136,2026-03-13T06:00:00Z,1,test,35,53.72,2
SUB-01137,2026-03-08T10:00:00Z,1,test,15,51.62,0
SUB-01138,2026-03-12T14:00:00Z,0,test,58,37.74,1
SUB-01139,2026-03-10T23:00:00Z,0,test,7,58.58,0
SUB-01140,2026-03-06T22:00:00Z,0,test,38,30.83,0
SUB-01141,2026-03-07T19:00:00Z,0,test,9,51.08,0
SUB-01142,2026-03-05T15:00:00Z,1,test,63,42.45,4
SUB-01143,2026-03-07T15:00:00Z,0,test,44,81.43,2
SUB-01144,2026-03-12T00:00:00Z,1,test,15,64.10,3
SUB-01145,2026-03-04T07:00:00Z,1,test,62,13.10,3
SUB-01146,2026-03-09T04:00:00Z,0,test,53,63.55,0
SUB-01147,2026-03-15T06:00:00Z,1,test,2,36.80,4
SUB-01148,2026-03-14T05:00:00Z,0,test,28,66.31,0
SUB-01149,2026-03-12T03:00:00Z,0,test,23,38.01,1
SUB-01150,2026-03-11T22:00:00Z,1,test,67,47.16,6
SUB-01151,2026-03-08T01:00:00Z,1,test,1,70.48,1
SUB-01152,2026-03-06T04:00:00Z,0,test,42,39.48,2
SUB-01153,2026-03-04T06:00:00Z,1,test,18,51.17,2
SUB-01154,2026-03-14T23:00:00Z,0,test,64,46.03,4
SUB-01155,2026-03-06T12:00:00Z,1,test,3,72.46,2
SUB-01156,2026-03-15T02:00:00Z,1,test,9,51.64,2
SUB-01157,2026-03-16T04:00:00Z,0,test,53,36.71,1
SUB-01158,2026-03-07T15:00:00Z,1,test,27,72.10,3
SUB-01159,2026-03-05T15:00:00Z,1,test,8,75.82,3
SUB-01160,2026-03-15T00:00:00Z,0,test,23,59.93,0
SUB-01161,2026-03-07T12:00:00Z,0,test,45,52.98,1
SUB-01162,2026-03-04T23:00:00Z,1,test,31,32.23,3
SUB-01163,2026-03-15T00:00:00Z,0,test,32,77.16,2
SUB-01164,2026-03-05T10:00:00Z,0,test,71,35.93,2
SUB-01165,2026-03-06T06:00:00Z,0,test,47,47.30,0
SUB-01166,2026-03-08T20:00:00Z,0,test,46,76.53,1
SUB-01167,2026-03-04T20:00:00Z,1,test,28,41.45,2
SUB-01168,2026-03-09T22:00:00Z,1,test,12,49.02,2
SUB-01169,2026-03-10T02:00:00Z,1,test,66,15.88,4
SUB-01170,2026-03-10T17:00:00Z,0,test,15,80.72,2
SUB-01171,2026-03-12T02:00:00Z,1,test,24,70.83,2
SUB-01172,2026-03-06T12:00:00Z,0,test,43,66.67,1
SUB-01173,2026-03-03T01:00:00Z,1,test,23,73.84,2
SUB-01174,2026-03-11T09:00:00Z,0,test,48,75.21,3
SUB-01175,2026-03-13T13:00:00Z,1,test,18,39.72,1
SUB-01176,2026-03-06T19:00:00Z,0,test,28,84.75,1
SUB-01177,2026-03-03T16:00:00Z,1,test,40,84.34,5
SUB-01178,2026-03-05T04:00:00Z,0,test,60,31.06,3
SUB-01179,2026-03-12T23:00:00Z,1,test,14,54.91,4
SUB-01180,2026-03-05T16:00:00Z,1,test,32,66.16,3
SUB-01181,2026-03-15T10:00:00Z,1,test,31,48.19,5
SUB-01182,2026-03-09T03:00:00Z,0,test,66,60.91,1
SUB-01183,2026-03-06T22:00:00Z,0,test,69,54.11,2
SUB-01184,2026-03-12T22:00:00Z,1,test,30,48.20,0
SUB-01185,2026-03-10T18:00:00Z,1,test,10,54.67,2
SUB-01186,2026-03-05T09:00:00Z,0,test,3,124.25,1
SUB-01187,2026-03-13T05:00:00Z,1,test,17,81.37,5
SUB-01188,2026-03-12T19:00:00Z,1,test,31,90.55,5
SUB-01189,2026-03-11T20:00:00Z,0,test,48,71.81,2
SUB-01190,2026-03-14T02:00:00Z,1,test,24,38.27,3
SUB-01191,2026-03-05T22:00:00Z,1,test,5,70.26,1
SUB-01192,2026-03-12T18:00:00Z,1,test,2,32.39,2
SUB-01193,2026-03-15T17:00:00Z,0,test,42,50.33,2
SUB-01194,2026-03-03T06:00:00Z,1,test,27,50.43,4
SUB-01195,2026-03-15T09:00:00Z,1,test,18,53.35,3
SUB-01196,2026-03-04T23:00:00Z,0,test,37,34.83,0
SUB-01197,2026-03-02T11:00:00Z,1,test,16,58.85,1
SUB-01198,2026-03-10T15:00:00Z,0,test,53,65.40,3
SUB-01199,2026-03-03T20:00:00Z,0,test,35,44.31,0
