subscriber,recorded_at,plan_changes_to_date
SUB-00453,2026-03-24T15:00:00Z,3
SUB-00454,2026-01-27T14:00:00Z,0
SUB-00454,2026-03-10T14:00:00Z,0
SUB-00454,2026-03-28T14:00:00Z,3
SUB-00455,2026-01-27T01:00:00Z,0
SUB-00455,2026-03-10T01:00:00Z,0
SUB-00456,2026-01-20T02:00:00Z,0
SUB-00456,2026-03-03T02:00:00Z,0
SUB-00456,2026-03-18T02:00:00Z,4
SUB-00457,2026-01-19T12:00:00Z,0
SUB-00457,2026-03-02T12:00:00Z,0
SUB-00457,2026-03-27T12:00:00Z,3
SUB-00458,2026-01-29T10:00:00Z,0
SUB-00458,2026-03-12T10:00:00Z,0
SUB-00459,2026-01-26T14:00:00Z,0
SUB-00459,2026-03-09T14:00:00Z,0
SUB-00460,2026-01-25T16:00:00Z,0
SUB-00460,2026-03-08T16:00:00Z,1
SUB-00460,2026-03-14T16:00:00Z,5
SUB-00461,2026-01-18T18:00:00Z,0
SUB-00461,2026-03-01T18:00:00Z,1
SUB-00461,2026-03-23T18:00:00Z,2
SUB-00462,2026-01-27T21:00:00Z,0
SUB-00462,2026-03-10T21:00:00Z,1
SUB-00462,2026-04-07T21:00:00Z,4
SUB-00463,2026-01-16T21:00:00Z,0
SUB-00463,2026-02-27T21:00:00Z,0
SUB-00464,2026-01-20T23:00:00Z,0
SUB-00464,2026-03-03T23:00:00Z,0
SUB-00464,2026-03-08T23:00:00Z,4
SUB-00465,2026-01-29T04:00:00Z,0
SUB-00465,2026-03-12T04:00:00Z,0
SUB-00465,2026-04-01T04:00:00Z,2
SUB-00466,2026-01-21T21:00:00Z,0
SUB-00466,2026-03-04T21:00:00Z,0
SUB-00467,2026-01-26T08:00:00Z,1
SUB-00467,2026-03-09T08:00:00Z,2
SUB-00468,2026-01-27T21:00:00Z,0
SUB-00468,2026-03-10T21:00:00Z,0
SUB-00469,2026-01-27T04:00:00Z,0
SUB-00469,2026-03-10T04:00:00Z,0
SUB-00470,2026-01-17T13:00:00Z,0
SUB-00470,2026-02-28T13:00:00Z,0
SUB-00470,2026-03-21T13:00:00Z,5
SUB-00471,2026-01-23T13:00:00Z,0
SUB-00471,2026-03-06T13:00:00Z,0
SUB-00471,2026-03-24T13:00:00Z,2
SUB-00472,2026-01-20T05:00:00Z,0
SUB-00472,2026-03-03T05:00:00Z,0
SUB-00473,2026-01-25T22:00:00Z,0
SUB-00473,2026-03-08T22:00:00Z,0
SUB-00474,2026-01-20T09:00:00Z,0
SUB-00474,2026-03-03T09:00:00Z,0
SUB-00475,2026-01-25T06:00:00Z,0
SUB-00475,2026-03-08T06:00:00Z,1
SUB-00476,2026-01-17T02:00:00Z,0
SUB-00476,2026-02-28T02:00:00Z,0
SUB-00476,2026-03-05T02:00:00Z,7
SUB-00477,2026-01-26T07:00:00Z,0
SUB-00477,2026-03-09T07:00:00Z,0
SUB-00478,2026-01-22T18:00:00Z,0
SUB-00478,2026-03-05T18:00:00Z,0
SUB-00478,2026-04-01T18:00:00Z,3
SUB-00479,2026-01-26T14:00:00Z,1
SUB-00479,2026-03-09T14:00:00Z,2
SUB-00480,2026-01-18T17:00:00Z,0
SUB-00480,2026-03-01T17:00:00Z,1
SUB-00481,2026-01-26T01:00:00Z,1
SUB-00481,2026-03-09T01:00:00Z,2
SUB-00482,2026-01-17T17:00:00Z,0
SUB-00482,2026-02-28T17:00:00Z,0
SUB-00482,2026-03-24T17:00:00Z,2
SUB-00483,2026-01-18T21:00:00Z,0
SUB-00483,2026-03-01T21:00:00Z,1
SUB-00484,2026-01-24T11:00:00Z,0
SUB-00484,2026-03-07T11:00:00Z,1
SUB-00485,2026-01-16T15:00:00Z,0
SUB-00485,2026-02-27T15:00:00Z,0
SUB-00485,2026-03-10T15:00:00Z,6
SUB-00486,2026-01-27T04:00:00Z,0
SUB-00486,2026-03-10T04:00:00Z,0
SUB-00486,2026-03-20T04:00:00Z,7
SUB-00487,2026-01-23T10:00:00Z,0
SUB-00487,2026-03-06T10:00:00Z,1
SUB-00488,2026-01-21T09:00:00Z,0
SUB-00488,2026-03-04T09:00:00Z,0
SUB-00489,2026-01-27T17:00:00Z,0
SUB-00489,2026-03-10T17:00:00Z,0
SUB-00490,2026-01-28T07:00:00Z,2
SUB-00490,2026-03-11T07:00:00Z,3
SUB-00491,2026-01-18T17:00:00Z,0
SUB-00491,2026-03-01T17:00:00Z,1
SUB-00491,2026-03-11T17:00:00Z,6
SUB-00492,2026-01-28T05:00:00Z,0
SUB-00492,2026-03-11T05:00:00Z,0
SUB-00492,2026-04-04T05:00:00Z,4
SUB-00493,2026-01-28T05:00:00Z,0
SUB-00493,2026-03-11T05:00:00Z,0
SUB-00493,2026-03-26T05:00:00Z,5
SUB-00494,2026-01-25T12:00:00Z,0
SUB-00494,2026-03-08T12:00:00Z,0
SUB-00495,2026-01-22T11:00:00Z,0
SUB-00495,2026-03-05T11:00:00Z,0
SUB-00495,2026-03-19T11:00:00Z,4
SUB-00496,2026-01-19T14:00:00Z,0
SUB-00496,2026-03-02T14:00:00Z,1
SUB-00496,2026-03-23T14:00:00Z,2
SUB-00497,2026-01-26T16:00:00Z,0
SUB-00497,2026-03-09T16:00:00Z,0
SUB-00498,2026-01-17T13:00:00Z,0
SUB-00498,2026-02-28T13:00:00Z,1
SUB-00498,2026-03-07T13:00:00Z,4
SUB-00499,2026-01-27T18:00:00Z,0
SUB-00499,2026-03-10T18:00:00Z,0
SUB-00499,2026-03-31T18:00:00Z,4
SUB-00500,2026-01-29T21:00:00Z,0
SUB-00500,2026-03-12T21:00:00Z,0
SUB-00500,2026-04-09T21:00:00Z,3
SUB-00501,2026-01-21T18:00:00Z,0
SUB-00501,2026-03-04T18:00:00Z,0
SUB-00502,2026-01-18T06:00:00Z,0
SUB-00502,2026-03-01T06:00:00Z,1
SUB-00503,2026-01-22T10:00:00Z,0
SUB-00503,2026-03-05T10:00:00Z,0
SUB-00503,2026-03-12T10:00:00Z,7
SUB-00504,2026-01-26T03:00:00Z,0
SUB-00504,2026-03-09T03:00:00Z,0
SUB-00504,2026-04-01T03:00:00Z,4
SUB-00505,2026-01-22T06:00:00Z,0
SUB-00505,2026-03-05T06:00:00Z,0
SUB-00506,2026-01-20T07:00:00Z,0
SUB-00506,2026-03-03T07:00:00Z,0
SUB-00507,2026-01-18T10:00:00Z,0
SUB-00507,2026-03-01T10:00:00Z,0
SUB-00508,2026-01-26T21:00:00Z,0
SUB-00508,2026-03-09T21:00:00Z,0
SUB-00509,2026-01-29T03:00:00Z,0
SUB-00509,2026-03-12T03:00:00Z,1
SUB-00510,2026-01-24T08:00:00Z,0
SUB-00510,2026-03-07T08:00:00Z,0
SUB-00510,2026-03-23T08:00:00Z,4
SUB-00511,2026-01-29T10:00:00Z,0
SUB-00511,2026-03-12T10:00:00Z,0
SUB-00512,2026-01-17T07:00:00Z,0
SUB-00512,2026-02-28T07:00:00Z,0
SUB-00512,2026-03-05T07:00:00Z,3
SUB-00513,2026-01-25T20:00:00Z,1
SUB-00513,2026-03-08T20:00:00Z,2
SUB-00513,2026-03-28T20:00:00Z,4
SUB-00514,2026-01-17T19:00:00Z,0
SUB-00514,2026-02-28T19:00:00Z,0
SUB-00514,2026-03-19T19:00:00Z,3
SUB-00515,2026-01-23T09:00:00Z,0
SUB-00515,2026-03-06T09:00:00Z,0
SUB-00515,2026-04-04T09:00:00Z,2
SUB-00516,2026-01-26T16:00:00Z,0
SUB-00516,2026-03-09T16:00:00Z,1
SUB-00516,2026-03-21T16:00:00Z,3
SUB-00517,2026-01-19T21:00:00Z,0
SUB-00517,2026-03-02T21:00:00Z,1
SUB-00517,2026-03-24T21:00:00Z,5
SUB-00518,2026-01-27T13:00:00Z,0
SUB-00518,2026-03-10T13:00:00Z,1
SUB-00518,2026-03-29T13:00:00Z,10
SUB-00519,2026-01-19T13:00:00Z,0
SUB-00519,2026-03-02T13:00:00Z,0
SUB-00520,2026-01-17T16:00:00Z,1
SUB-00520,2026-02-28T16:00:00Z,2
SUB-00520,2026-03-21T16:00:00Z,7
SUB-00521,2026-01-22T21:00:00Z,1
SUB-00521,2026-03-05T21:00:00Z,2
SUB-00521,2026-04-03T21:00:00Z,4
SUB-00522,2026-01-16T09:00:00Z,0
SUB-00522,2026-02-27T09:00:00Z,0
SUB-00522,2026-03-15T09:00:00Z,4
SUB-00523,2026-01-21T14:00:00Z,0
SUB-00523,2026-03-04T14:00:00Z,0
SUB-00524,2026-01-24T01:00:00Z,0
SUB-00524,2026-03-07T01:00:00Z,1
SUB-00524,2026-03-22T01:00:00Z,3
SUB-00525,2026-01-28T12:00:00Z,0
SUB-00525,2026-03-11T12:00:00Z,0
SUB-00525,2026-04-09T12:00:00Z,4
SUB-00526,2026-01-21T16:00:00Z,0
SUB-00526,2026-03-04T16:00:00Z,0
SUB-00527,2026-01-24T04:00:00Z,1
SUB-00527,2026-03-07T04:00:00Z,2
SUB-00527,2026-03-17T04:00:00Z,5
SUB-00528,2026-01-23T11:00:00Z,1
SUB-00528,2026-03-06T11:00:00Z,2
SUB-00529,2026-01-20T19:00:00Z,0
SUB-00529,2026-03-03T19:00:00Z,0
SUB-00529,2026-03-24T19:00:00Z,3
SUB-00530,2026-01-25T15:00:00Z,0
SUB-00530,2026-03-08T15:00:00Z,0
SUB-00531,2026-01-24T18:00:00Z,0
SUB-00531,2026-03-07T18:00:00Z,0
SUB-00531,2026-04-01T18:00:00Z,5
SUB-00532,2026-01-26T23:00:00Z,0
SUB-00532,2026-03-09T23:00:00Z,1
SUB-00532,2026-03-23T23:00:00Z,5
SUB-00533,2026-01-29T07:00:00Z,1
SUB-00533,2026-03-12T07:00:00Z,2
SUB-00533,2026-04-05T07:00:00Z,7
SUB-00534,2026-01-25T09:00:00Z,0
SUB-00534,2026-03-08T09:00:00Z,1
SUB-00535,2026-01-19T09:00:00Z,0
SUB-00535,2026-03-02T09:00:00Z,0
SUB-00536,2026-01-24T08:00:00Z,0
SUB-00536,2026-03-07T08:00:00Z,1
SUB-00536,2026-03-30T08:00:00Z,6
SUB-00537,2026-01-22T20:00:00Z,0
SUB-00537,2026-03-05T20:00:00Z,0
SUB-00538,2026-01-22T07:00:00Z,0
SUB-00538,2026-03-05T07:00:00Z,1
SUB-00539,2026-01-28T15:00:00Z,0
SUB-00539,2026-03-11T15:00:00Z,0
SUB-00539,2026-03-30T15:00:00Z,3
SUB-00540,2026-01-28T13:00:00Z,0
SUB-00540,2026-03-11T13:00:00Z,0
SUB-00541,2026-01-28T03:00:00Z,0
SUB-00541,2026-03-11T03:00:00Z,0
SUB-00541,2026-03-25T03:00:00Z,4
SUB-00542,2026-01-21T17:00:00Z,0
SUB-00542,2026-03-04T17:00:00Z,0
SUB-00543,2026-01-17T12:00:00Z,0
SUB-00543,2026-02-28T12:00:00Z,0
SUB-00544,2026-01-21T00:00:00Z,0
SUB-00544,2026-03-04T00:00:00Z,0
SUB-00544,2026-03-12T00:00:00Z,3
SUB-00545,2026-01-27T12:00:00Z,0
SUB-00545,2026-03-10T12:00:00Z,0
SUB-00545,2026-03-16T12:00:00Z,4
SUB-00546,2026-01-19T03:00:00Z,0
SUB-00546,2026-03-02T03:00:00Z,1
SUB-00547,2026-01-25T23:00:00Z,0
SUB-00547,2026-03-08T23:00:00Z,1
SUB-00547,2026-03-15T23:00:00Z,5
SUB-00548,2026-01-26T20:00:00Z,1
SUB-00548,2026-03-09T20:00:00Z,2
SUB-00549,2026-01-26T00:00:00Z,0
SUB-00549,2026-03-09T00:00:00Z,0
SUB-00550,2026-01-18T04:00:00Z,0
SUB-00550,2026-03-01T04:00:00Z,0
SUB-00551,2026-01-20T13:00:00Z,0
SUB-00551,2026-03-03T13:00:00Z,1
SUB-00551,2026-03-27T13:00:00Z,6
SUB-00552,2026-01-19T06:00:00Z,1
SUB-00552,2026-03-02T06:00:00Z,2
SUB-00553,2026-01-21T23:00:00Z,0
SUB-00553,2026-03-04T23:00:00Z,0
SUB-00553,2026-03-26T23:00:00Z,3
SUB-00554,2026-01-29T09:00:00Z,0
SUB-00554,2026-03-12T09:00:00Z,0
SUB-00555,2026-01-17T06:00:00Z,0
SUB-00555,2026-02-28T06:00:00Z,1
SUB-00555,2026-03-24T06:00:00Z,3
SUB-00556,2026-01-20T16:00:00Z,0
SUB-00556,2026-03-03T16:00:00Z,0
SUB-00556,2026-03-18T16:00:00Z,1
SUB-00557,2026-01-29T07:00:00Z,0
SUB-00557,2026-03-12T07:00:00Z,0
SUB-00557,2026-04-10T07:00:00Z,1
SUB-00558,2026-01-29T17:00:00Z,0
SUB-00558,2026-03-12T17:00:00Z,1
SUB-00559,2026-01-28T05:00:00Z,0
SUB-00559,2026-03-11T05:00:00Z,1
SUB-00559,2026-04-09T05:00:00Z,4
SUB-00560,2026-01-23T03:00:00Z,0
SUB-00560,2026-03-06T03:00:00Z,1
SUB-00561,2026-01-21T12:00:00Z,0
SUB-00561,2026-03-04T12:00:00Z,0
SUB-00561,2026-03-19T12:00:00Z,8
SUB-00562,2026-01-26T20:00:00Z,0
SUB-00562,2026-03-09T20:00:00Z,1
SUB-00562,2026-04-02T20:00:00Z,4
SUB-00563,2026-01-22T08:00:00Z,0
SUB-00563,2026-03-05T08:00:00Z,0
SUB-00563,2026-04-03T08:00:00Z,8
SUB-00564,2026-01-21T09:00:00Z,0
SUB-00564,2026-03-04T09:00:00Z,0
SUB-00564,2026-03-15T09:00:00Z,4
SUB-00565,2026-01-23T06:00:00Z,1
SUB-00565,2026-03-06T06:00:00Z,2
SUB-00566,2026-01-24T14:00:00Z,0
SUB-00566,2026-03-07T14:00:00Z,1
SUB-00567,2026-01-29T06:00:00Z,0
SUB-00567,2026-03-12T06:00:00Z,0
SUB-00568,2026-01-22T05:00:00Z,0
SUB-00568,2026-03-05T05:00:00Z,0
SUB-00568,2026-03-26T05:00:00Z,4
SUB-00569,2026-01-21T18:00:00Z,0
SUB-00569,2026-03-04T18:00:00Z,0
SUB-00569,2026-03-28T18:00:00Z,3
SUB-00570,2026-01-29T14:00:00Z,0
SUB-00570,2026-03-12T14:00:00Z,0
SUB-00570,2026-03-19T14:00:00Z,3
SUB-00571,2026-01-19T11:00:00Z,0
SUB-00571,2026-03-02T11:00:00Z,0
SUB-00571,2026-03-14T11:00:00Z,7
SUB-00572,2026-01-21T13:00:00Z,0
SUB-00572,2026-03-04T13:00:00Z,1
SUB-00572,2026-03-22T13:00:00Z,4
SUB-00573,2026-01-25T09:00:00Z,0
SUB-00573,2026-03-08T09:00:00Z,0
SUB-00574,2026-01-16T10:00:00Z,0
SUB-00574,2026-02-27T10:00:00Z,1
SUB-00575,2026-01-25T20:00:00Z,0
SUB-00575,2026-03-08T20:00:00Z,1
SUB-00576,2026-01-26T23:00:00Z,2
SUB-00576,2026-03-09T23:00:00Z,3
SUB-00577,2026-01-18T16:00:00Z,0
SUB-00577,2026-03-01T16:00:00Z,0
SUB-00577,2026-03-08T16:00:00Z,5
SUB-00578,2026-01-30T05:00:00Z,0
SUB-00578,2026-03-13T05:00:00Z,0
SUB-00579,2026-01-25T17:00:00Z,0
SUB-00579,2026-03-08T17:00:00Z,0
SUB-00579,2026-03-30T17:00:00Z,3
SUB-00580,2026-01-28T19:00:00Z,0
SUB-00580,2026-03-11T19:00:00Z,0
SUB-00581,2026-01-29T15:00:00Z,0
SUB-00581,2026-03-12T15:00:00Z,0
SUB-00581,2026-03-17T15:00:00Z,3
SUB-00582,2026-01-16T12:00:00Z,0
SUB-00582,2026-02-27T12:00:00Z,1
SUB-00582,2026-03-08T12:00:00Z,6
SUB-00583,2026-01-18T02:00:00Z,2
SUB-00583,2026-03-01T02:00:00Z,3
SUB-00584,2026-01-27T11:00:00Z,0
SUB-00584,2026-03-10T11:00:00Z,1
SUB-00584,2026-04-04T11:00:00Z,6
SUB-00585,2026-01-23T05:00:00Z,0
SUB-00585,2026-03-06T05:00:00Z,0
SUB-00585,2026-03-16T05:00:00Z,6
SUB-00586,2026-01-23T11:00:00Z,0
SUB-00586,2026-03-06T11:00:00Z,1
SUB-00586,2026-03-30T11:00:00Z,5
SUB-00587,2026-01-29T10:00:00Z,0
SUB-00587,2026-03-12T10:00:00Z,1
SUB-00587,2026-04-10T10:00:00Z,4
SUB-00588,2026-01-27T13:00:00Z,0
SUB-00588,2026-03-10T13:00:00Z,0
SUB-00588,2026-04-02T13:00:00Z,4
SUB-00589,2026-01-18T18:00:00Z,0
SUB-00589,2026-03-01T18:00:00Z,0
SUB-00590,2026-01-28T22:00:00Z,0
SUB-00590,2026-03-11T22:00:00Z,1
SUB-00591,2026-01-24T18:00:00Z,1
SUB-00591,2026-03-07T18:00:00Z,2
SUB-00591,2026-03-25T18:00:00Z,6
SUB-00592,2026-01-22T21:00:00Z,0
SUB-00592,2026-03-05T21:00:00Z,1
SUB-00592,2026-04-02T21:00:00Z,3
SUB-00593,2026-01-17T04:00:00Z,0
SUB-00593,2026-02-28T04:00:00Z,1
SUB-00594,2026-01-21T00:00:00Z,0
SUB-00594,2026-03-04T00:00:00Z,1
SUB-00594,2026-03-18T00:00:00Z,5
SUB-00595,2026-01-26T12:00:00Z,0
SUB-00595,2026-03-09T12:00:00Z,1
SUB-00595,2026-03-15T12:00:00Z,5
SUB-00596,2026-01-29T17:00:00Z,0
SUB-00596,2026-03-12T17:00:00Z,0
SUB-00596,2026-03-29T17:00:00Z,3
SUB-00597,2026-01-21T08:00:00Z,0
SUB-00597,2026-03-04T08:00:00Z,1
SUB-00598,2026-01-28T00:00:00Z,0
SUB-00598,2026-03-11T00:00:00Z,0
SUB-00599,2026-01-20T15:00:00Z,0
SUB-00599,2026-03-03T15:00:00Z,0
SUB-00599,2026-03-24T15:00:00Z,5
SUB-00600,2026-01-20T22:00:00Z,0
SUB-00600,2026-03-03T22:00:00Z,1
SUB-00600,2026-03-21T22:00:00Z,5
SUB-00601,2026-01-21T10:00:00Z,0
SUB-00601,2026-03-04T10:00:00Z,0
SUB-00601,2026-03-30T10:00:00Z,1
SUB-00602,2026-01-28T19:00:00Z,0
SUB-00602,2026-03-11T19:00:00Z,0
SUB-00602,2026-03-17T19:00:00Z,1
SUB-00603,2026-01-29T18:00:00Z,0
SUB-00603,2026-03-12T18:00:00Z,0
SUB-00603,2026-04-03T18:00:00Z,5
SUB-00604,2026-01-17T10:00:00Z,0
SUB-00604,2026-02-28T10:00:00Z,0
SUB-00604,2026-03-15T10:00:00Z,5
SUB-00605,2026-01-21T03:00:00Z,0
SUB-00605,2026-03-04T03:00:00Z,0
SUB-00605,2026-03-25T03:00:00Z,3
SUB-00606,2026-01-16T17:00:00Z,0
SUB-00606,2026-02-27T17:00:00Z,1
SUB-00606,2026-03-13T17:00:00Z,3
SUB-00607,2026-01-20T17:00:00Z,0
SUB-00607,2026-03-03T17:00:00Z,1
SUB-00607,2026-04-01T17:00:00Z,6
SUB-00608,2026-01-27T03:00:00Z,0
SUB-00608,2026-03-10T03:00:00Z,0
SUB-00609,2026-01-19T10:00:00Z,0
SUB-00609,2026-03-02T10:00:00Z,0
SUB-00610,2026-01-24T04:00:00Z,0
SUB-00610,2026-03-07T04:00:00Z,0
SUB-00610,2026-03-20T04:00:00Z,4
SUB-00611,2026-01-28T07:00:00Z,0
SUB-00611,2026-03-11T07:00:00Z,0
SUB-00611,2026-03-27T07:00:00Z,7
SUB-00612,2026-01-18T09:00:00Z,1
SUB-00612,2026-03-01T09:00:00Z,2
SUB-00612,2026-03-25T09:00:00Z,8
SUB-00613,2026-01-27T18:00:00Z,0
SUB-00613,2026-03-10T18:00:00Z,0
SUB-00614,2026-01-29T13:00:00Z,0
SUB-00614,2026-03-12T13:00:00Z,0
SUB-00614,2026-03-31T13:00:00Z,2
SUB-00615,2026-01-27T10:00:00Z,0
SUB-00615,2026-03-10T10:00:00Z,0
SUB-00615,2026-03-19T10:00:00Z,3
SUB-00616,2026-01-17T22:00:00Z,0
SUB-00616,2026-02-28T22:00:00Z,0
SUB-00617,2026-01-28T14:00:00Z,0
SUB-00617,2026-03-11T14:00:00Z,1
SUB-00617,2026-04-08T14:00:00Z,6
SUB-00618,2026-01-25T20:00:00Z,0
SUB-00618,2026-03-08T20:00:00Z,0
SUB-00618,2026-04-03T20:00:00Z,7
SUB-00619,2026-01-19T17:00:00Z,0
SUB-00619,2026-03-02T17:00:00Z,0
SUB-00619,2026-03-25T17:00:00Z,1
SUB-00620,2026-01-24T08:00:00Z,0
SUB-00620,2026-03-07T08:00:00Z,0
SUB-00620,2026-04-03T08:00:00Z,3
SUB-00621,2026-01-29T05:00:00Z,0
SUB-00621,2026-03-12T05:00:00Z,1
SUB-00622,2026-01-21T04:00:00Z,0
SUB-00622,2026-03-04T04:00:00Z,0
SUB-00623,2026-01-27T04:00:00Z,0
SUB-00623,2026-03-10T04:00:00Z,0
SUB-00623,2026-03-31T04:00:00Z,4
SUB-00624,2026-01-19T08:00:00Z,0
SUB-00624,2026-03-02T08:00:00Z,0
SUB-00625,2026-01-28T00:00:00Z,0
SUB-00625,2026-03-11T00:00:00Z,0
SUB-00625,2026-04-05T00:00:00Z,4
SUB-00626,2026-01-20T23:00:00Z,0
SUB-00626,2026-03-03T23:00:00Z,0
SUB-00627,2026-01-22T02:00:00Z,0
SUB-00627,2026-03-05T02:00:00Z,0
SUB-00627,2026-03-24T02:00:00Z,6
SUB-00628,2026-01-19T01:00:00Z,0
SUB-00628,2026-03-02T01:00:00Z,0
SUB-00628,2026-03-08T01:00:00Z,4
SUB-00629,2026-01-30T05:00:00Z,1
SUB-00629,2026-03-13T05:00:00Z,2
SUB-00629,2026-03-25T05:00:00Z,5
SUB-00630,2026-01-28T08:00:00Z,0
SUB-00630,2026-03-11T08:00:00Z,1
SUB-00630,2026-03-24T08:00:00Z,5
SUB-00631,2026-01-19T12:00:00Z,1
SUB-00631,2026-03-02T12:00:00Z,2
SUB-00632,2026-01-24T17:00:00Z,0
SUB-00632,2026-03-07T17:00:00Z,0
SUB-00632,2026-03-12T17:00:00Z,3
SUB-00633,2026-01-29T17:00:00Z,0
SUB-00633,2026-03-12T17:00:00Z,1
SUB-00634,2026-01-17T11:00:00Z,0
SUB-00634,2026-02-28T11:00:00Z,0
SUB-00635,2026-01-29T10:00:00Z,0
SUB-00635,2026-03-12T10:00:00Z,0
SUB-00635,2026-04-02T10:00:00Z,2
SUB-00636,2026-01-19T17:00:00Z,0
SUB-00636,2026-03-02T17:00:00Z,1
SUB-00637,2026-01-27T04:00:00Z,0
SUB-00637,2026-03-10T04:00:00Z,1
SUB-00637,2026-03-23T04:00:00Z,3
SUB-00638,2026-01-19T13:00:00Z,0
SUB-00638,2026-03-02T13:00:00Z,0
SUB-00638,2026-03-09T13:00:00Z,4
SUB-00639,2026-01-23T04:00:00Z,0
SUB-00639,2026-03-06T04:00:00Z,1
SUB-00639,2026-03-27T04:00:00Z,8
SUB-00640,2026-01-20T13:00:00Z,0
SUB-00640,2026-03-03T13:00:00Z,0
SUB-00641,2026-01-16T17:00:00Z,0
SUB-00641,2026-02-27T17:00:00Z,1
SUB-00641,2026-03-26T17:00:00Z,3
SUB-00642,2026-01-19T21:00:00Z,0
SUB-00642,2026-03-02T21:00:00Z,0
SUB-00642,2026-03-30T21:00:00Z,3
SUB-00643,2026-01-29T03:00:00Z,0
SUB-00643,2026-03-12T03:00:00Z,0
SUB-00644,2026-01-23T16:00:00Z,0
SUB-00644,2026-03-06T16:00:00Z,1
SUB-00645,2026-01-25T05:00:00Z,0
SUB-00645,2026-03-08T05:00:00Z,1
SUB-00645,2026-03-20T05:00:00Z,7
SUB-00646,2026-01-30T04:00:00Z,0
SUB-00646,2026-03-13T04:00:00Z,1
SUB-00647,2026-01-27T14:00:00Z,0
SUB-00647,2026-03-10T14:00:00Z,1
SUB-00647,2026-03-21T14:00:00Z,2
SUB-00648,2026-01-25T12:00:00Z,0
SUB-00648,2026-03-08T12:00:00Z,0
SUB-00649,2026-01-27T04:00:00Z,0
SUB-00649,2026-03-10T04:00:00Z,0
SUB-00649,2026-04-05T04:00:00Z,4
SUB-00650,2026-01-18T15:00:00Z,0
SUB-00650,2026-03-01T15:00:00Z,0
SUB-00650,2026-03-30T15:00:00Z,3
SUB-00651,2026-01-17T11:00:00Z,0
SUB-00651,2026-02-28T11:00:00Z,0
SUB-00652,2026-01-21T09:00:00Z,0
SUB-00652,2026-03-04T09:00:00Z,0
SUB-00652,2026-03-12T09:00:00Z,7
SUB-00653,2026-01-25T06:00:00Z,1
SUB-00653,2026-03-08T06:00:00Z,2
SUB-00654,2026-01-20T01:00:00Z,0
SUB-00654,2026-03-03T01:00:00Z,1
SUB-00654,2026-03-17T01:00:00Z,5
SUB-00655,2026-01-23T10:00:00Z,0
SUB-00655,2026-03-06T10:00:00Z,1
SUB-00655,2026-03-31T10:00:00Z,2
SUB-00656,2026-01-27T06:00:00Z,0
SUB-00656,2026-03-10T06:00:00Z,0
SUB-00656,2026-03-22T06:00:00Z,7
SUB-00657,2026-01-17T17:00:00Z,0
SUB-00657,2026-02-28T17:00:00Z,0
SUB-00657,2026-03-21T17:00:00Z,3
SUB-00658,2026-01-27T01:00:00Z,1
SUB-00658,2026-03-10T01:00:00Z,2
SUB-00658,2026-03-31T01:00:00Z,3
SUB-00659,2026-01-26T05:00:00Z,0
SUB-00659,2026-03-09T05:00:00Z,1
SUB-00659,2026-03-18T05:00:00Z,5
SUB-00660,2026-01-23T05:00:00Z,0
SUB-00660,2026-03-06T05:00:00Z,0
SUB-00661,2026-01-28T11:00:00Z,0
SUB-00661,2026-03-11T11:00:00Z,0
SUB-00661,2026-03-19T11:00:00Z,1
SUB-00662,2026-01-25T22:00:00Z,0
SUB-00662,2026-03-08T22:00:00Z,0
SUB-00663,2026-01-27T07:00:00Z,0
SUB-00663,2026-03-10T07:00:00Z,0
SUB-00664,2026-01-22T06:00:00Z,0
SUB-00664,2026-03-05T06:00:00Z,1
SUB-00664,2026-04-03T06:00:00Z,2
SUB-00665,2026-01-22T05:00:00Z,0
SUB-00665,2026-03-05T05:00:00Z,0
SUB-00665,2026-03-15T05:00:00Z,7
SUB-00666,2026-01-27T16:00:00Z,0
SUB-00666,2026-03-10T16:00:00Z,1
SUB-00667,2026-01-29T14:00:00Z,0
SUB-00667,2026-03-12T14:00:00Z,0
SUB-00668,2026-01-18T03:00:00Z,0
SUB-00668,2026-03-01T03:00:00Z,0
SUB-00669,2026-01-29T13:00:00Z,1
SUB-00669,2026-03-12T13:00:00Z,2
SUB-00669,2026-03-25T13:00:00Z,5
SUB-00670,2026-01-26T05:00:00Z,0
SUB-00670,2026-03-09T05:00:00Z,0
SUB-00670,2026-03-29T05:00:00Z,2
SUB-00671,2026-01-20T12:00:00Z,0
SUB-00671,2026-03-03T12:00:00Z,0
SUB-00672,2026-01-20T00:00:00Z,0
SUB-00672,2026-03-03T00:00:00Z,1
SUB-00673,2026-01-26T20:00:00Z,0
SUB-00673,2026-03-09T20:00:00Z,0
SUB-00673,2026-04-01T20:00:00Z,4
SUB-00674,2026-01-27T14:00:00Z,0
SUB-00674,2026-03-10T14:00:00Z,0
SUB-00675,2026-01-28T02:00:00Z,0
SUB-00675,2026-03-11T02:00:00Z,0
SUB-00675,2026-04-02T02:00:00Z,3
SUB-00676,2026-01-27T18:00:00Z,0
SUB-00676,2026-03-10T18:00:00Z,1
SUB-00677,2026-01-24T05:00:00Z,0
SUB-00677,2026-03-07T05:00:00Z,0
SUB-00677,2026-03-31T05:00:00Z,2
SUB-00678,2026-01-27T17:00:00Z,1
SUB-00678,2026-03-10T17:00:00Z,2
SUB-00678,2026-03-19T17:00:00Z,6
SUB-00679,2026-01-21T07:00:00Z,0
SUB-00679,2026-03-04T07:00:00Z,1
