cust,as_of,plan_changes_to_date,support_tickets_snapshot,logins_30d,tenure_snapshot,spend_snapshot
SUB-00318,2026-03-01T12:00:00Z,0,1,6,46,55.76
SUB-00319,2026-01-21T10:00:00Z,0,3,6,49,53.45
SUB-00319,2026-03-04T10:00:00Z,0,3,6,49,53.45
SUB-00319,2026-03-23T10:00:00Z,6,3,6,49,53.45
SUB-00320,2026-01-18T08:00:00Z,0,3,6,24,76.52
SUB-00320,2026-03-01T08:00:00Z,0,3,6,24,76.52
SUB-00320,2026-03-29T08:00:00Z,4,3,6,24,76.52
SUB-00321,2026-01-17T21:00:00Z,1,5,6,41,39.44
SUB-00321,2026-02-28T21:00:00Z,2,5,6,41,39.44
SUB-00321,2026-03-26T21:00:00Z,10,5,6,41,39.44
SUB-00322,2026-01-21T10:00:00Z,0,1,6,29,64.20
SUB-00322,2026-03-04T10:00:00Z,0,1,6,29,64.20
SUB-00323,2026-01-27T00:00:00Z,0,3,6,61,32.56
SUB-00323,2026-03-10T00:00:00Z,0,3,6,61,32.56
SUB-00323,2026-03-22T00:00:00Z,5,3,6,61,32.56
SUB-00324,2026-01-19T03:00:00Z,0,1,6,46,59.15
SUB-00324,2026-03-02T03:00:00Z,0,1,6,46,59.15
SUB-00325,2026-01-23T16:00:00Z,0,9,6,70,28.08
SUB-00325,2026-03-06T16:00:00Z,0,9,6,70,28.08
SUB-00325,2026-03-17T16:00:00Z,4,9,6,70,28.08
SUB-00326,2026-01-20T23:00:00Z,0,5,6,61,59.32
SUB-00326,2026-03-03T23:00:00Z,0,5,6,61,59.32
SUB-00326,2026-03-11T23:00:00Z,2,5,6,61,59.32
SUB-00327,2026-01-28T21:00:00Z,0,4,6,68,29.18
SUB-00327,2026-03-11T21:00:00Z,0,4,6,68,29.18
SUB-00327,2026-03-26T21:00:00Z,1,4,6,68,29.18
SUB-00328,2026-01-24T00:00:00Z,0,2,6,8,38.22
SUB-00328,2026-03-07T00:00:00Z,0,2,6,8,38.22
SUB-00328,2026-03-20T00:00:00Z,5,2,6,8,38.22
SUB-00329,2026-01-22T15:00:00Z,0,3,6,20,67.72
SUB-00329,2026-03-05T15:00:00Z,1,3,6,20,67.72
SUB-00329,2026-03-22T15:00:00Z,4,3,6,20,67.72
SUB-00330,2026-01-18T19:00:00Z,0,0,6,46,53.55
SUB-00330,2026-03-01T19:00:00Z,0,0,6,46,53.55
SUB-00331,2026-01-22T06:00:00Z,0,2,6,6,75.84
SUB-00331,2026-03-05T06:00:00Z,0,2,6,6,75.84
SUB-00331,2026-03-27T06:00:00Z,3,2,6,6,75.84
SUB-00332,2026-01-17T06:00:00Z,0,4,6,2,33.50
SUB-00332,2026-02-28T06:00:00Z,1,4,6,2,33.50
SUB-00332,2026-03-13T06:00:00Z,6,4,6,2,33.50
SUB-00333,2026-01-26T00:00:00Z,0,1,6,43,74.24
SUB-00333,2026-03-09T00:00:00Z,0,1,6,43,74.24
SUB-00334,2026-01-29T16:00:00Z,0,2,6,21,59.11
SUB-00334,2026-03-12T16:00:00Z,1,2,6,21,59.11
SUB-00334,2026-04-03T16:00:00Z,6,2,6,21,59.11
SUB-00335,2026-01-27T22:00:00Z,0,1,6,58,67.37
SUB-00335,2026-03-10T22:00:00Z,0,1,6,58,67.37
SUB-00336,2026-01-26T16:00:00Z,0,2,6,2,65.50
SUB-00336,2026-03-09T16:00:00Z,1,2,6,2,65.50
SUB-00336,2026-03-17T16:00:00Z,5,2,6,2,65.50
SUB-00337,2026-01-19T18:00:00Z,0,1,6,48,100.42
SUB-00337,2026-03-02T18:00:00Z,1,1,6,48,100.42
SUB-00338,2026-01-21T09:00:00Z,0,5,6,37,74.94
SUB-00338,2026-03-04T09:00:00Z,0,5,6,37,74.94
SUB-00338,2026-03-22T09:00:00Z,3,5,6,37,74.94
SUB-00339,2026-01-27T09:00:00Z,0,0,6,63,81.74
SUB-00339,2026-03-10T09:00:00Z,1,0,6,63,81.74
SUB-00340,2026-01-26T15:00:00Z,0,2,6,33,25.40
SUB-00340,2026-03-09T15:00:00Z,1,2,6,33,25.40
SUB-00340,2026-03-18T15:00:00Z,4,2,6,33,25.40
SUB-00341,2026-01-28T10:00:00Z,0,2,6,20,75.14
SUB-00341,2026-03-11T10:00:00Z,0,2,6,20,75.14
SUB-00341,2026-04-09T10:00:00Z,4,2,6,20,75.14
SUB-00342,2026-01-17T19:00:00Z,0,6,6,54,37.60
SUB-00342,2026-02-28T19:00:00Z,0,6,6,54,37.60
SUB-00342,2026-03-21T19:00:00Z,2,6,6,54,37.60
SUB-00343,2026-01-17T04:00:00Z,0,2,6,31,47.90
SUB-00343,2026-02-28T04:00:00Z,1,2,6,31,47.90
SUB-00344,2026-01-20T05:00:00Z,0,3,6,51,72.11
SUB-00344,2026-03-03T05:00:00Z,1,3,6,51,72.11
SUB-00344,2026-03-31T05:00:00Z,6,3,6,51,72.11
SUB-00345,2026-01-24T19:00:00Z,0,1,6,51,96.18
SUB-00345,2026-03-07T19:00:00Z,0,1,6,51,96.18
SUB-00346,2026-01-24T10:00:00Z,0,1,6,59,55.70
SUB-00346,2026-03-07T10:00:00Z,0,1,6,59,55.70
SUB-00347,2026-01-26T00:00:00Z,0,2,6,65,50.87
SUB-00347,2026-03-09T00:00:00Z,0,2,6,65,50.87
SUB-00348,2026-01-19T23:00:00Z,0,2,6,52,42.61
SUB-00348,2026-03-02T23:00:00Z,1,2,6,52,42.61
SUB-00349,2026-01-22T17:00:00Z,0,1,6,22,65.14
SUB-00349,2026-03-05T17:00:00Z,0,1,6,22,65.14
SUB-00349,2026-03-16T17:00:00Z,2,1,6,22,65.14
SUB-00350,2026-01-28T21:00:00Z,0,8,6,56,15.34
SUB-00350,2026-03-11T21:00:00Z,0,8,6,56,15.34
SUB-00350,2026-03-26T21:00:00Z,1,8,6,56,15.34
SUB-00351,2026-01-22T17:00:00Z,0,3,6,60,33.27
SUB-00351,2026-03-05T17:00:00Z,1,3,6,60,33.27
SUB-00352,2026-01-27T03:00:00Z,0,1,6,33,60.52
SUB-00352,2026-03-10T03:00:00Z,1,1,6,33,60.52
SUB-00353,2026-01-25T09:00:00Z,0,4,6,25,60.73
SUB-00353,2026-03-08T09:00:00Z,1,4,6,25,60.73
SUB-00353,2026-03-17T09:00:00Z,3,4,6,25,60.73
SUB-00354,2026-01-26T21:00:00Z,1,2,6,1,73.50
SUB-00354,2026-03-09T21:00:00Z,2,2,6,1,73.50
SUB-00354,2026-03-29T21:00:00Z,5,2,6,1,73.50
SUB-00355,2026-01-17T21:00:00Z,0,2,6,28,59.57
SUB-00355,2026-02-28T21:00:00Z,0,2,6,28,59.57
SUB-00356,2026-01-30T03:00:00Z,0,3,6,22,60.87
SUB-00356,2026-03-13T03:00:00Z,0,3,6,22,60.87
SUB-00356,2026-03-21T03:00:00Z,5,3,6,22,60.87
SUB-00357,2026-01-19T19:00:00Z,0,1,6,29,51.94
SUB-00357,2026-03-02T19:00:00Z,0,1,6,29,51.94
SUB-00358,2026-01-27T07:00:00Z,0,4,6,67,64.48
SUB-00358,2026-03-10T07:00:00Z,1,4,6,67,64.48
SUB-00359,2026-01-16T09:00:00Z,0,2,6,51,35.52
SUB-00359,2026-02-27T09:00:00Z,1,2,6,51,35.52
SUB-00359,2026-03-26T09:00:00Z,7,2,6,51,35.52
SUB-00360,2026-01-20T13:00:00Z,0,4,6,68,33.11
SUB-00360,2026-03-03T13:00:00Z,0,4,6,68,33.11
SUB-00360,2026-03-09T13:00:00Z,5,4,6,68,33.11
SUB-00361,2026-01-27T15:00:00Z,0,3,6,4,42.31
SUB-00361,2026-03-10T15:00:00Z,0,3,6,4,42.31
SUB-00361,2026-03-29T15:00:00Z,3,3,6,4,42.31
SUB-00362,2026-01-22T22:00:00Z,0,5,6,9,34.58
SUB-00362,2026-03-05T22:00:00Z,1,5,6,9,34.58
SUB-00362,2026-03-29T22:00:00Z,9,5,6,9,34.58
SUB-00363,2026-01-28T22:00:00Z,0,1,6,1,69.27
SUB-00363,2026-03-11T22:00:00Z,0,1,6,1,69.27
SUB-00363,2026-03-19T22:00:00Z,7,1,6,1,69.27
SUB-00364,2026-01-19T19:00:00Z,0,8,6,68,55.15
SUB-00364,2026-03-02T19:00:00Z,1,8,6,68,55.15
SUB-00364,2026-03-18T19:00:00Z,2,8,6,68,55.15
SUB-00365,2026-01-17T08:00:00Z,0,2,6,21,74.63
SUB-00365,2026-02-28T08:00:00Z,1,2,6,21,74.63
SUB-00365,2026-03-24T08:00:00Z,5,2,6,21,74.63
SUB-00366,2026-01-16T12:00:00Z,0,1,6,71,27.64
SUB-00366,2026-02-27T12:00:00Z,0,1,6,71,27.64
SUB-00367,2026-01-25T08:00:00Z,0,2,6,26,71.04
SUB-00367,2026-03-08T08:00:00Z,0,2,6,26,71.04
SUB-00368,2026-01-18T11:00:00Z,0,6,6,45,47.96
SUB-00368,2026-03-01T11:00:00Z,1,6,6,45,47.96
SUB-00368,2026-03-20T11:00:00Z,3,6,6,45,47.96
SUB-00369,2026-01-20T03:00:00Z,0,2,6,50,60.87
SUB-00369,2026-03-03T03:00:00Z,0,2,6,50,60.87
SUB-00370,2026-01-26T00:00:00Z,0,1,6,1,30.38
SUB-00370,2026-03-09T00:00:00Z,1,1,6,1,30.38
SUB-00370,2026-03-17T00:00:00Z,7,1,6,1,30.38
SUB-00371,2026-01-23T10:00:00Z,0,1,6,63,40.48
SUB-00371,2026-03-06T10:00:00Z,0,1,6,63,40.48
SUB-00372,2026-01-25T07:00:00Z,0,1,6,44,70.26
SUB-00372,2026-03-08T07:00:00Z,0,1,6,44,70.26
SUB-00373,2026-01-19T01:00:00Z,0,2,6,59,92.90
SUB-00373,2026-03-02T01:00:00Z,0,2,6,59,92.90
SUB-00374,2026-01-23T19:00:00Z,0,1,6,6,87.64
SUB-00374,2026-03-06T19:00:00Z,0,1,6,6,87.64
SUB-00375,2026-01-25T06:00:00Z,0,2,6,15,44.59
SUB-00375,2026-03-08T06:00:00Z,0,2,6,15,44.59
SUB-00375,2026-03-16T06:00:00Z,6,2,6,15,44.59
SUB-00376,2026-01-23T21:00:00Z,0,1,6,28,35.90
SUB-00376,2026-03-06T21:00:00Z,0,1,6,28,35.90
SUB-00376,2026-04-04T21:00:00Z,2,1,6,28,35.90
SUB-00377,2026-01-24T02:00:00Z,0,1,6,41,110.12
SUB-00377,2026-03-07T02:00:00Z,0,1,6,41,110.12
SUB-00378,2026-01-19T09:00:00Z,0,2,6,15,64.63
SUB-00378,2026-03-02T09:00:00Z,1,2,6,15,64.63
SUB-00378,2026-03-18T09:00:00Z,10,2,6,15,64.63
SUB-00379,2026-01-28T06:00:00Z,0,3,6,26,57.50
SUB-00379,2026-03-11T06:00:00Z,0,3,6,26,57.50
SUB-00379,2026-03-19T06:00:00Z,2,3,6,26,57.50
SUB-00380,2026-01-26T18:00:00Z,1,1,6,68,64.20
SUB-00380,2026-03-09T18:00:00Z,2,1,6,68,64.20
SUB-00381,2026-01-24T02:00:00Z,0,1,6,40,69.87
SUB-00381,2026-03-07T02:00:00Z,0,1,6,40,69.87
SUB-00381,2026-03-26T02:00:00Z,1,1,6,40,69.87
SUB-00382,2026-01-26T20:00:00Z,0,4,6,68,26.03
SUB-00382,2026-03-09T20:00:00Z,0,4,6,68,26.03
SUB-00382,2026-03-23T20:00:00Z,5,4,6,68,26.03
SUB-00383,2026-01-16T08:00:00Z,0,1,6,46,44.50
SUB-00383,2026-02-27T08:00:00Z,0,1,6,46,44.50
SUB-00384,2026-01-19T14:00:00Z,0,3,6,11,58.04
SUB-00384,2026-03-02T14:00:00Z,0,3,6,11,58.04
SUB-00384,2026-03-18T14:00:00Z,5,3,6,11,58.04
SUB-00385,2026-01-23T09:00:00Z,0,3,6,1,59.12
SUB-00385,2026-03-06T09:00:00Z,1,3,6,1,59.12
SUB-00385,2026-03-21T09:00:00Z,3,3,6,1,59.12
SUB-00386,2026-01-24T07:00:00Z,0,2,6,31,62.46
SUB-00386,2026-03-07T07:00:00Z,0,2,6,31,62.46
SUB-00387,2026-01-27T18:00:00Z,0,2,6,28,39.30
SUB-00387,2026-03-10T18:00:00Z,0,2,6,28,39.30
SUB-00387,2026-03-22T18:00:00Z,10,2,6,28,39.30
SUB-00388,2026-01-19T07:00:00Z,0,3,6,63,31.85
SUB-00388,2026-03-02T07:00:00Z,0,3,6,63,31.85
SUB-00388,2026-03-30T07:00:00Z,3,3,6,63,31.85
SUB-00389,2026-01-23T10:00:00Z,0,2,6,30,81.69
SUB-00389,2026-03-06T10:00:00Z,1,2,6,30,81.69
SUB-00390,2026-01-27T06:00:00Z,0,3,6,12,57.84
SUB-00390,2026-03-10T06:00:00Z,0,3,6,12,57.84
SUB-00390,2026-03-27T06:00:00Z,5,3,6,12,57.84
SUB-00391,2026-01-22T00:00:00Z,0,1,6,65,53.45
SUB-00391,2026-03-05T00:00:00Z,0,1,6,65,53.45
SUB-00392,2026-01-26T07:00:00Z,0,1,6,71,62.43
SUB-00392,2026-03-09T07:00:00Z,1,1,6,71,62.43
SUB-00392,2026-03-28T07:00:00Z,2,1,6,71,62.43
SUB-00393,2026-01-18T06:00:00Z,0,1,6,64,66.22
SUB-00393,2026-03-01T06:00:00Z,0,1,6,64,66.22
SUB-00394,2026-01-18T07:00:00Z,0,1,6,68,75.02
SUB-00394,2026-03-01T07:00:00Z,0,1,6,68,75.02
SUB-00395,2026-01-20T13:00:00Z,0,1,6,14,34.95
SUB-00395,2026-03-03T13:00:00Z,1,1,6,14,34.95
SUB-00395,2026-03-28T13:00:00Z,4,1,6,14,34.95
SUB-00396,2026-01-20T02:00:00Z,0,0,6,53,65.72
SUB-00396,2026-03-03T02:00:00Z,1,0,6,53,65.72
SUB-00396,2026-03-23T02:00:00Z,2,0,6,53,65.72
SUB-00397,2026-01-21T11:00:00Z,0,2,6,26,58.09
SUB-00397,2026-03-04T11:00:00Z,1,2,6,26,58.09
SUB-00397,2026-04-02T11:00:00Z,5,2,6,26,58.09
SUB-00398,2026-01-21T22:00:00Z,0,1,6,28,78.96
SUB-00398,2026-03-04T22:00:00Z,0,1,6,28,78.96
SUB-00399,2026-01-24T04:00:00Z,0,2,6,25,17.88
SUB-00399,2026-03-07T04:00:00Z,0,2,6,25,17.88
SUB-00399,2026-03-24T04:00:00Z,4,2,6,25,17.88
SUB-00400,2026-01-17T23:00:00Z,0,4,6,37,68.03
SUB-00400,2026-02-28T23:00:00Z,0,4,6,37,68.03
SUB-00400,2026-03-05T23:00:00Z,4,4,6,37,68.03
SUB-00401,2026-01-16T14:00:00Z,0,1,6,64,113.51
SUB-00401,2026-02-27T14:00:00Z,0,1,6,64,113.51
SUB-00402,2026-01-19T15:00:00Z,1,4,6,13,47.31
SUB-00402,2026-03-02T15:00:00Z,2,4,6,13,47.31
SUB-00402,2026-03-08T15:00:00Z,6,4,6,13,47.31
SUB-00403,2026-01-19T02:00:00Z,0,1,6,44,63.92
SUB-00403,2026-03-02T02:00:00Z,1,1,6,44,63.92
SUB-00404,2026-01-27T09:00:00Z,0,2,6,17,89.78
SUB-00404,2026-03-10T09:00:00Z,0,2,6,17,89.78
SUB-00405,2026-01-19T23:00:00Z,0,4,6,53,54.47
SUB-00405,2026-03-02T23:00:00Z,0,4,6,53,54.47
SUB-00405,2026-03-31T23:00:00Z,5,4,6,53,54.47
SUB-00406,2026-01-22T01:00:00Z,0,2,6,24,90.39
SUB-00406,2026-03-05T01:00:00Z,0,2,6,24,90.39
SUB-00406,2026-03-12T01:00:00Z,3,2,6,24,90.39
SUB-00407,2026-01-22T08:00:00Z,0,0,6,32,63.60
SUB-00407,2026-03-05T08:00:00Z,0,0,6,32,63.60
SUB-00407,2026-03-11T08:00:00Z,1,0,6,32,63.60
SUB-00408,2026-01-24T15:00:00Z,0,3,6,20,70.78
SUB-00408,2026-03-07T15:00:00Z,0,3,6,20,70.78
SUB-00408,2026-04-01T15:00:00Z,4,3,6,20,70.78
SUB-00409,2026-01-17T11:00:00Z,0,3,6,22,62.28
SUB-00409,2026-02-28T11:00:00Z,0,3,6,22,62.28
SUB-00409,2026-03-29T11:00:00Z,3,3,6,22,62.28
SUB-00410,2026-01-29T10:00:00Z,0,6,6,68,32.48
SUB-00410,2026-03-12T10:00:00Z,1,6,6,68,32.48
SUB-00410,2026-04-09T10:00:00Z,4,6,6,68,32.48
SUB-00411,2026-01-23T00:00:00Z,0,3,6,70,69.20
SUB-00411,2026-03-06T00:00:00Z,0,3,6,70,69.20
SUB-00412,2026-01-24T00:00:00Z,0,5,6,38,53.90
SUB-00412,2026-03-07T00:00:00Z,1,5,6,38,53.90
SUB-00412,2026-03-15T00:00:00Z,5,5,6,38,53.90
SUB-00413,2026-01-22T21:00:00Z,0,2,6,22,78.72
SUB-00413,2026-03-05T21:00:00Z,0,2,6,22,78.72
SUB-00413,2026-03-14T21:00:00Z,2,2,6,22,78.72
SUB-00414,2026-01-24T09:00:00Z,0,1,6,65,48.64
SUB-00414,2026-03-07T09:00:00Z,1,1,6,65,48.64
SUB-00415,2026-01-23T02:00:00Z,0,3,6,16,55.02
SUB-00415,2026-03-06T02:00:00Z,0,3,6,16,55.02
SUB-00415,2026-03-25T02:00:00Z,4,3,6,16,55.02
SUB-00416,2026-01-18T03:00:00Z,0,3,6,45,48.15
SUB-00416,2026-03-01T03:00:00Z,1,3,6,45,48.15
SUB-00416,2026-03-22T03:00:00Z,3,3,6,45,48.15
SUB-00417,2026-01-19T03:00:00Z,0,1,6,52,65.57
SUB-00417,2026-03-02T03:00:00Z,0,1,6,52,65.57
SUB-00418,2026-01-24T22:00:00Z,0,0,6,59,72.10
SUB-00418,2026-03-07T22:00:00Z,0,0,6,59,72.10
SUB-00419,2026-01-16T08:00:00Z,0,2,6,15,59.90
SUB-00419,2026-02-27T08:00:00Z,0,2,6,15,59.90
SUB-00419,2026-03-25T08:00:00Z,4,2,6,15,59.90
SUB-00420,2026-01-24T21:00:00Z,0,3,6,31,79.06
SUB-00420,2026-03-07T21:00:00Z,0,3,6,31,79.06
SUB-00420,2026-03-15T21:00:00Z,2,3,6,31,79.06
SUB-00421,2026-01-21T12:00:00Z,0,5,6,19,59.84
SUB-00421,2026-03-04T12:00:00Z,0,5,6,19,59.84
SUB-00421,2026-04-02T12:00:00Z,3,5,6,19,59.84
SUB-00422,2026-01-25T15:00:00Z,0,1,6,42,76.56
SUB-00422,2026-03-08T15:00:00Z,0,1,6,42,76.56
SUB-00423,2026-01-23T21:00:00Z,1,4,6,18,61.57
SUB-00423,2026-03-06T21:00:00Z,2,4,6,18,61.57
SUB-00423,2026-03-25T21:00:00Z,8,4,6,18,61.57
SUB-00424,2026-01-23T15:00:00Z,0,2,6,48,58.80
SUB-00424,2026-03-06T15:00:00Z,0,2,6,48,58.80
SUB-00425,2026-01-21T17:00:00Z,1,0,6,1,57.18
SUB-00425,2026-03-04T17:00:00Z,2,0,6,1,57.18
SUB-00426,2026-01-28T08:00:00Z,1,0,6,35,26.77
SUB-00426,2026-03-11T08:00:00Z,2,0,6,35,26.77
SUB-00427,2026-01-18T07:00:00Z,0,2,6,59,43.86
SUB-00427,2026-03-01T07:00:00Z,0,2,6,59,43.86
SUB-00428,2026-01-21T08:00:00Z,0,4,6,60,87.62
SUB-00428,2026-03-04T08:00:00Z,0,4,6,60,87.62
SUB-00429,2026-01-21T17:00:00Z,0,5,6,67,54.88
SUB-00429,2026-03-04T17:00:00Z,0,5,6,67,54.88
SUB-00430,2026-01-17T04:00:00Z,0,1,6,70,90.06
SUB-00430,2026-02-28T04:00:00Z,1,1,6,70,90.06
SUB-00431,2026-01-26T13:00:00Z,0,3,6,47,63.53
SUB-00431,2026-03-09T13:00:00Z,1,3,6,47,63.53
SUB-00431,2026-03-30T13:00:00Z,5,3,6,47,63.53
SUB-00432,2026-01-21T23:00:00Z,1,1,6,54,80.26
SUB-00432,2026-03-04T23:00:00Z,2,1,6,54,80.26
SUB-00433,2026-01-17T05:00:00Z,0,3,6,51,23.48
SUB-00433,2026-02-28T05:00:00Z,0,3,6,51,23.48
SUB-00434,2026-01-20T07:00:00Z,0,4,6,30,74.03
SUB-00434,2026-03-03T07:00:00Z,0,4,6,30,74.03
SUB-00434,2026-03-25T07:00:00Z,3,4,6,30,74.03
SUB-00435,2026-01-17T13:00:00Z,0,3,6,30,64.22
SUB-00435,2026-02-28T13:00:00Z,0,3,6,30,64.22
SUB-00435,2026-03-22T13:00:00Z,1,3,6,30,64.22
SUB-00436,2026-01-27T18:00:00Z,0,3,6,11,50.57
SUB-00436,2026-03-10T18:00:00Z,1,3,6,11,50.57
SUB-00436,2026-03-25T18:00:00Z,4,3,6,11,50.57
SUB-00437,2026-01-19T02:00:00Z,0,2,6,64,41.48
SUB-00437,2026-03-02T02:00:00Z,1,2,6,64,41.48
SUB-00438,2026-01-22T20:00:00Z,0,5,6,18,71.07
SUB-00438,2026-03-05T20:00:00Z,0,5,6,18,71.07
SUB-00438,2026-03-12T20:00:00Z,2,5,6,18,71.07
SUB-00439,2026-01-18T00:00:00Z,0,2,6,52,83.04
SUB-00439,2026-03-01T00:00:00Z,0,2,6,52,83.04
SUB-00440,2026-01-27T03:00:00Z,0,2,6,64,42.27
SUB-00440,2026-03-10T03:00:00Z,1,2,6,64,42.27
SUB-00441,2026-01-28T09:00:00Z,0,1,6,21,52.29
SUB-00441,2026-03-11T09:00:00Z,1,1,6,21,52.29
SUB-00441,2026-04-08T09:00:00Z,3,1,6,21,52.29
SUB-00442,2026-01-28T18:00:00Z,0,5,6,2,45.26
SUB-00442,2026-03-11T18:00:00Z,1,5,6,2,45.26
SUB-00442,2026-03-26T18:00:00Z,7,5,6,2,45.26
SUB-00443,2026-01-30T06:00:00Z,0,2,6,62,53.44
SUB-00443,2026-03-13T06:00:00Z,1,2,6,62,53.44
SUB-00444,2026-01-25T00:00:00Z,0,3,6,37,59.79
SUB-00444,2026-03-08T00:00:00Z,0,3,6,37,59.79
SUB-00444,2026-03-22T00:00:00Z,3,3,6,37,59.79
SUB-00445,2026-01-23T20:00:00Z,0,1,6,41,60.32
SUB-00445,2026-03-06T20:00:00Z,1,1,6,41,60.32
SUB-00446,2026-01-19T13:00:00Z,0,1,6,42,76.52
SUB-00446,2026-03-02T13:00:00Z,0,1,6,42,76.52
SUB-00447,2026-01-22T00:00:00Z,0,1,6,18,68.87
SUB-00447,2026-03-05T00:00:00Z,0,1,6,18,68.87
SUB-00448,2026-01-23T09:00:00Z,1,4,6,66,13.57
SUB-00448,2026-03-06T09:00:00Z,2,4,6,66,13.57
SUB-00448,2026-03-27T09:00:00Z,4,4,6,66,13.57
SUB-00449,2026-01-29T09:00:00Z,0,3,6,60,22.58
SUB-00449,2026-03-12T09:00:00Z,1,3,6,60,22.58
SUB-00449,2026-03-30T09:00:00Z,4,3,6,60,22.58
SUB-00450,2026-01-17T08:00:00Z,0,1,6,59,54.50
SUB-00450,2026-02-28T08:00:00Z,0,1,6,59,54.50
SUB-00451,2026-01-24T18:00:00Z,0,2,6,63,26.21
SUB-00451,2026-03-07T18:00:00Z,0,2,6,63,26.21
SUB-00452,2026-01-26T12:00:00Z,0,2,6,65,30.58
SUB-00452,2026-03-09T12:00:00Z,0,2,6,65,30.58
SUB-00453,2026-01-23T15:00:00Z,0,2,6,30,69.90
SUB-00453,2026-03-06T15:00:00Z,0,2,6,30,69.90
SUB-00453,2026-03-24T15:00:00Z,3,2,6,30,69.90
SUB-00454,2026-01-27T14:00:00Z,0,3,6,8,78.89
SUB-00454,2026-03-10T14:00:00Z,0,3,6,8,78.89
SUB-00454,2026-03-28T14:00:00Z,3,3,6,8,78.89
SUB-00455,2026-01-27T01:00:00Z,0,2,6,40,15.86
SUB-00455,2026-03-10T01:00:00Z,0,2,6,40,15.86
SUB-00456,2026-01-20T02:00:00Z,0,3,6,21,59.73
SUB-00456,2026-03-03T02:00:00Z,0,3,6,21,59.73
SUB-00456,2026-03-18T02:00:00Z,4,3,6,21,59.73
SUB-00457,2026-01-19T12:00:00Z,0,4,6,21,28.53
SUB-00457,2026-03-02T12:00:00Z,0,4,6,21,28.53
SUB-00457,2026-03-27T12:00:00Z,3,4,6,21,28.53
SUB-00458,2026-01-29T10:00:00Z,0,2,6,29,51.54
SUB-00458,2026-03-12T10:00:00Z,0,2,6,29,51.54
SUB-00459,2026-01-26T14:00:00Z,0,2,6,70,69.37
SUB-00459,2026-03-09T14:00:00Z,0,2,6,70,69.37
SUB-00460,2026-01-25T16:00:00Z,0,4,6,49,70.60
SUB-00460,2026-03-08T16:00:00Z,1,4,6,49,70.60
SUB-00460,2026-03-14T16:00:00Z,5,4,6,49,70.60
SUB-00461,2026-01-18T18:00:00Z,0,1,6,17,28.90
SUB-00461,2026-03-01T18:00:00Z,1,1,6,17,28.90
SUB-00461,2026-03-23T18:00:00Z,2,1,6,17,28.90
SUB-00462,2026-01-27T21:00:00Z,0,2,6,13,57.94
SUB-00462,2026-03-10T21:00:00Z,1,2,6,13,57.94
SUB-00462,2026-04-07T21:00:00Z,4,2,6,13,57.94
SUB-00463,2026-01-16T21:00:00Z,0,2,6,34,66.60
SUB-00463,2026-02-27T21:00:00Z,0,2,6,34,66.60
SUB-00464,2026-01-20T23:00:00Z,0,3,6,16,48.86
SUB-00464,2026-03-03T23:00:00Z,0,3,6,16,48.86
SUB-00464,2026-03-08T23:00:00Z,4,3,6,16,48.86
SUB-00465,2026-01-29T04:00:00Z,0,4,6,1,79.93
SUB-00465,2026-03-12T04:00:00Z,0,4,6,1,79.93
SUB-00465,2026-04-01T04:00:00Z,2,4,6,1,79.93
SUB-00466,2026-01-21T21:00:00Z,0,2,6,68,71.72
SUB-00466,2026-03-04T21:00:00Z,0,2,6,68,71.72
SUB-00467,2026-01-26T08:00:00Z,1,4,6,71,115.44
SUB-00467,2026-03-09T08:00:00Z,2,4,6,71,115.44
SUB-00468,2026-01-27T21:00:00Z,0,1,6,16,90.16
SUB-00468,2026-03-10T21:00:00Z,0,1,6,16,90.16
SUB-00469,2026-01-27T04:00:00Z,0,0,6,41,40.88
SUB-00469,2026-03-10T04:00:00Z,0,0,6,41,40.88
SUB-00470,2026-01-17T13:00:00Z,0,2,6,32,42.04
SUB-00470,2026-02-28T13:00:00Z,0,2,6,32,42.04
SUB-00470,2026-03-21T13:00:00Z,5,2,6,32,42.04
SUB-00471,2026-01-23T13:00:00Z,0,2,6,11,47.50
SUB-00471,2026-03-06T13:00:00Z,0,2,6,11,47.50
SUB-00471,2026-03-24T13:00:00Z,2,2,6,11,47.50
SUB-00472,2026-01-20T05:00:00Z,0,0,6,44,74.47
SUB-00472,2026-03-03T05:00:00Z,0,0,6,44,74.47
SUB-00473,2026-01-25T22:00:00Z,0,1,6,37,14.63
SUB-00473,2026-03-08T22:00:00Z,0,1,6,37,14.63
SUB-00474,2026-01-20T09:00:00Z,0,2,6,54,45.69
SUB-00474,2026-03-03T09:00:00Z,0,2,6,54,45.69
SUB-00475,2026-01-25T06:00:00Z,0,0,6,3,68.32
SUB-00475,2026-03-08T06:00:00Z,1,0,6,3,68.32
SUB-00476,2026-01-17T02:00:00Z,0,5,6,16,45.47
SUB-00476,2026-02-28T02:00:00Z,0,5,6,16,45.47
SUB-00476,2026-03-05T02:00:00Z,7,5,6,16,45.47
SUB-00477,2026-01-26T07:00:00Z,0,3,6,56,70.38
SUB-00477,2026-03-09T07:00:00Z,0,3,6,56,70.38
SUB-00478,2026-01-22T18:00:00Z,0,4,6,23,17.91
SUB-00478,2026-03-05T18:00:00Z,0,4,6,23,17.91
SUB-00478,2026-04-01T18:00:00Z,3,4,6,23,17.91
SUB-00479,2026-01-26T14:00:00Z,1,4,6,56,79.65
SUB-00479,2026-03-09T14:00:00Z,2,4,6,56,79.65
